Date,Open,High,Low,Close,Adj Close,Volume
2006-01-03,624.500000,638.000000,623.000000,637.000000,265.098663,147311759
2006-01-04,635.000000,641.000000,633.000000,634.000000,263.850037,85632848
2006-01-05,636.000000,643.000000,632.000000,634.500000,264.058136,107974520
2006-01-06,633.000000,644.500000,633.000000,642.500000,267.387482,92378713
2006-01-09,644.000000,652.500000,642.500000,643.000000,267.595673,83282328
2006-01-10,643.000000,648.000000,642.000000,643.500000,267.803680,61816083
2006-01-11,640.500000,644.500000,635.000000,640.500000,266.555206,81947232
2006-01-12,645.000000,654.500000,644.000000,652.500000,271.549225,68370184
2006-01-13,645.500000,655.500000,645.000000,654.500000,272.381531,82197928
2006-01-16,655.000000,666.500000,655.000000,666.000000,277.167450,69645920
2006-01-17,664.500000,671.000000,660.500000,662.000000,275.502777,124636992
2006-01-18,661.000000,664.500000,657.500000,659.000000,274.254272,82701784
2006-01-19,662.500000,665.000000,654.000000,663.000000,275.918915,74095065
2006-01-20,667.500000,677.000000,661.500000,661.500000,275.294678,86423385
2006-01-23,660.000000,664.500000,654.000000,660.500000,274.878571,53333336
2006-01-24,662.500000,668.000000,658.000000,661.500000,275.294678,82178138
2006-01-25,661.000000,666.000000,658.000000,660.500000,274.878571,60982685
2006-01-26,652.000000,661.500000,650.000000,654.500000,272.381531,86718000
2006-01-27,660.000000,669.000000,658.000000,665.500000,276.959442,60914104
2006-01-30,668.500000,685.000000,667.500000,682.000000,283.826202,111013000
2006-01-31,683.000000,693.000000,676.000000,676.000000,281.329071,135646896
2006-02-01,677.000000,677.500000,670.500000,675.500000,281.120941,80350744
2006-02-02,668.000000,671.500000,654.500000,655.000000,272.589539,121201312
2006-02-03,654.500000,661.000000,650.000000,658.500000,274.046082,122772560
2006-02-06,658.500000,671.500000,658.000000,665.500000,276.959442,60749324
2006-02-07,652.000000,657.500000,641.500000,647.500000,269.468292,204645776
2006-02-08,637.000000,651.000000,633.000000,641.000000,266.763214,123389232
2006-02-09,644.000000,652.000000,644.000000,648.000000,269.676361,92194920
2006-02-10,644.000000,648.000000,639.500000,640.000000,266.347076,131211208
2006-02-13,644.500000,647.500000,641.500000,646.500000,269.052155,43574536
2006-02-14,647.000000,651.500000,640.000000,643.000000,267.595673,69839680
2006-02-15,642.000000,653.000000,638.000000,646.500000,269.052155,75113973
2006-02-16,646.000000,655.000000,644.000000,653.500000,271.965363,71086448
2006-02-17,655.500000,662.500000,652.000000,655.500000,272.797791,71334944
2006-02-20,660.500000,671.000000,660.000000,668.000000,277.999847,47285072
2006-02-21,671.500000,671.500000,663.000000,663.000000,275.918915,63932220
2006-02-22,659.000000,659.000000,648.000000,651.000000,273.104004,78235344
2006-02-23,651.000000,651.000000,641.000000,644.000000,270.167297,88719576
2006-02-24,646.500000,652.000000,642.500000,647.500000,271.635590,56890600
2006-02-27,646.500000,653.000000,643.000000,644.500000,270.377197,55481996
2006-02-28,641.500000,643.500000,630.000000,630.000000,264.294159,118842176
2006-03-01,633.500000,641.000000,632.000000,637.500000,267.440613,73939144
2006-03-02,641.500000,645.000000,631.500000,635.000000,266.391754,106554072
2006-03-03,638.500000,648.500000,636.000000,637.500000,267.440613,72507136
2006-03-06,640.500000,644.000000,633.500000,637.000000,267.230774,76797424
2006-03-07,631.000000,634.500000,628.500000,633.500000,265.762543,70727536
2006-03-08,635.000000,637.500000,627.000000,634.000000,265.972260,68184560
2006-03-09,639.000000,640.500000,633.000000,636.500000,267.021088,63609784
2006-03-10,633.500000,640.500000,633.000000,639.500000,268.279602,68354220
2006-03-13,642.000000,651.000000,641.000000,649.500000,272.474640,101546928
2006-03-14,653.000000,656.000000,648.500000,651.000000,273.104004,83721919
2006-03-15,656.000000,670.500000,655.000000,665.000000,278.977203,180395696
2006-03-16,666.500000,669.000000,656.500000,659.000000,276.460114,104588230
2006-03-17,666.500000,670.000000,660.500000,661.500000,277.508850,110961752
2006-03-20,660.000000,665.000000,657.000000,657.500000,275.830811,80401096
2006-03-21,653.000000,654.500000,645.500000,654.000000,274.362549,69002986
2006-03-22,649.500000,661.500000,649.000000,657.000000,275.621185,76233119
2006-03-23,658.000000,658.000000,649.500000,655.500000,274.991882,88300072
2006-03-24,660.000000,670.500000,660.000000,668.500000,280.445526,78721408
2006-03-27,669.500000,670.000000,659.000000,659.000000,276.460114,68868400
2006-03-28,663.000000,668.000000,659.500000,663.000000,278.138184,104665008
2006-03-29,662.000000,673.500000,660.000000,668.500000,280.445526,68250400
2006-03-30,670.500000,675.500000,669.500000,670.000000,281.074707,52966368
2006-03-31,668.000000,676.500000,660.500000,661.000000,277.299225,72938736
2006-04-03,664.000000,677.500000,663.500000,674.500000,282.962585,60824582
2006-04-04,668.500000,672.000000,662.000000,664.500000,278.767456,70449224
2006-04-05,672.000000,675.000000,663.500000,675.000000,283.172394,81742922
2006-04-06,678.000000,681.000000,672.000000,672.500000,282.123627,52966440
